Study_ID,Reference,Prey_Species,Study_site,Lat,Long,Predator_Species,Correlation,Site,Site_note,Time,Time_note,Predator,Prey,Predator_Units,Prey_Units,Data_source,Inclusion_problem,Comments
ES_22,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Dasyurus geoffroii,Upper Warren,-34.37,116.28,Cat,Temporal,,,2007,,5.709,1.469,Tracking,Trapping,"Fig 2 A,D",,
ES_22,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Dasyurus geoffroii,Upper Warren,-34.37,116.28,Cat,Temporal,,,2008,,4.922,2.004,Tracking,Trapping,"Fig 2 A,D",,
ES_22,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Dasyurus geoffroii,Upper Warren,-34.37,116.28,Cat,Temporal,,,2009,,4.222,2.36,Tracking,Trapping,"Fig 2 A,D",,
ES_22,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Dasyurus geoffroii,Upper Warren,-34.37,116.28,Cat,Temporal,,,2010,,5.534,3.785,Tracking,Trapping,"Fig 2 A,D",,
ES_22,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Dasyurus geoffroii,Upper Warren,-34.37,116.28,Cat,Temporal,,,2011,,4.397,2.894,Tracking,Trapping,"Fig 2 A,D",,
ES_22,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Dasyurus geoffroii,Upper Warren,-34.37,116.28,Cat,Temporal,,,2012,,3.609,5.032,Tracking,Trapping,"Fig 2 A,D",,
ES_22,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Dasyurus geoffroii,Upper Warren,-34.37,116.28,Cat,Temporal,,,2013,,1.597,4.319,Tracking,Trapping,"Fig 2 A,D",,
ES_23,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Fox,Temporal,,,2006,,2.275,13.76,Tracking,Trapping,"Fig 2 A,D",,
ES_23,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Fox,Temporal,,,2007,,7.634,12.691,Tracking,Trapping,"Fig 2 A,D",,
ES_23,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Fox,Temporal,,,2008,,9.297,15.719,Tracking,Trapping,"Fig 2 A,D",,
ES_23,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Fox,Temporal,,,2009,,25.834,8.772,Tracking,Trapping,"Fig 2 A,D",,
ES_23,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Fox,Temporal,,,2010,,11.222,5.922,Tracking,Trapping,"Fig 2 A,D",,
ES_23,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Fox,Temporal,,,2011,,13.934,6.101,Tracking,Trapping,"Fig 2 A,D",,
ES_23,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Fox,Temporal,,,2012,,11.747,6.457,Tracking,Trapping,"Fig 2 A,D",,
ES_23,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Fox,Temporal,,,2013,,14.809,7.882,Tracking,Trapping,"Fig 2 A,D",,
ES_24,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Cat,Temporal,,,2006,,6.147,13.76,Tracking,Trapping,"Fig 2 A,D",,
ES_24,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Cat,Temporal,,,2007,,5.709,12.691,Tracking,Trapping,"Fig 2 A,D",,
ES_24,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Cat,Temporal,,,2008,,4.922,15.719,Tracking,Trapping,"Fig 2 A,D",,
ES_24,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Cat,Temporal,,,2009,,4.222,8.772,Tracking,Trapping,"Fig 2 A,D",,
ES_24,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Cat,Temporal,,,2010,,5.534,5.922,Tracking,Trapping,"Fig 2 A,D",,
ES_24,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Cat,Temporal,,,2011,,4.397,6.101,Tracking,Trapping,"Fig 2 A,D",,
ES_24,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Cat,Temporal,,,2012,,3.609,6.457,Tracking,Trapping,"Fig 2 A,D",,
ES_24,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Bettongia penicillata,Upper Warren,-34.37,116.28,Cat,Temporal,,,2013,,1.597,7.882,Tracking,Trapping,"Fig 2 A,D",,
ES_25,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Fox,Temporal,,,2006,,2.275,0,Tracking,Spotlighting,"Fig 2 C,D",,
ES_25,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Fox,Temporal,,,2007,,7.634,0,Tracking,Spotlighting,"Fig 2 C,D",,
ES_25,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Fox,Temporal,,,2008,,9.297,0,Tracking,Spotlighting,"Fig 2 C,D",,
ES_25,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Fox,Temporal,,,2009,,25.834,0,Tracking,Spotlighting,"Fig 2 C,D",,
ES_25,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Fox,Temporal,,,2010,,11.222,0,Tracking,Spotlighting,"Fig 2 C,D",,
ES_25,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Fox,Temporal,,,2011,,13.934,0,Tracking,Spotlighting,"Fig 2 C,D",,
ES_25,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Fox,Temporal,,,2012,,11.747,0.2,Tracking,Spotlighting,"Fig 2 C,D",,
ES_25,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Fox,Temporal,,,2013,,14.809,0.3,Tracking,Spotlighting,"Fig 2 C,D",,
ES_26,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Cat,Temporal,,,2006,,6.147,0,Tracking,Spotlighting,"Fig 2 C,D",,
ES_26,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Cat,Temporal,,,2007,,5.709,0,Tracking,Spotlighting,"Fig 2 C,D",,
ES_26,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Cat,Temporal,,,2008,,4.922,0,Tracking,Spotlighting,"Fig 2 C,D",,
ES_26,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Cat,Temporal,,,2009,,4.222,0,Tracking,Spotlighting,"Fig 2 C,D",,
ES_26,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Cat,Temporal,,,2010,,5.534,0,Tracking,Spotlighting,"Fig 2 C,D",,
ES_26,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Cat,Temporal,,,2011,,4.397,0,Tracking,Spotlighting,"Fig 2 C,D",,
ES_26,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Cat,Temporal,,,2012,,3.609,0.2,Tracking,Spotlighting,"Fig 2 C,D",,
ES_26,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",Pseudocheirus occidentalis ,Upper Warren,-34.37,116.28,Cat,Temporal,,,2013,,1.597,0.3,Tracking,Spotlighting,"Fig 2 C,D",,
ES_27,"Fancourt, B.A., Hawkins, C.E., Cameron, E.Z., Jones, M.E. and Nicol, S.C., 2015. Devil declines and catastrophic cascades: is mesopredator release of feral cats inhibiting recovery of the eastern quoll?. PLoS One, 10(3), p.e0119303.",Dasyurus viverrinus,Tasmania,-42.08,146.81,Cat,Spatial,1,,,,0.199,37.75,Camera trapping,Camera trapping,Fig. 4B,,
ES_27,"Fancourt, B.A., Hawkins, C.E., Cameron, E.Z., Jones, M.E. and Nicol, S.C., 2015. Devil declines and catastrophic cascades: is mesopredator release of feral cats inhibiting recovery of the eastern quoll?. PLoS One, 10(3), p.e0119303.",Dasyurus viverrinus,Tasmania,-42.08,146.81,Cat,Spatial,2,,,,63.198,2.825,Camera trapping,Camera trapping,Fig. 4B,,
ES_27,"Fancourt, B.A., Hawkins, C.E., Cameron, E.Z., Jones, M.E. and Nicol, S.C., 2015. Devil declines and catastrophic cascades: is mesopredator release of feral cats inhibiting recovery of the eastern quoll?. PLoS One, 10(3), p.e0119303.",Dasyurus viverrinus,Tasmania,-42.08,146.81,Cat,Spatial,3,,,,63.995,85.003,Camera trapping,Camera trapping,Fig. 4B,,
ES_27,"Fancourt, B.A., Hawkins, C.E., Cameron, E.Z., Jones, M.E. and Nicol, S.C., 2015. Devil declines and catastrophic cascades: is mesopredator release of feral cats inhibiting recovery of the eastern quoll?. PLoS One, 10(3), p.e0119303.",Dasyurus viverrinus,Tasmania,-42.08,146.81,Cat,Spatial,4,,,,63.995,79.866,Camera trapping,Camera trapping,Fig. 4B,,
ES_27,"Fancourt, B.A., Hawkins, C.E., Cameron, E.Z., Jones, M.E. and Nicol, S.C., 2015. Devil declines and catastrophic cascades: is mesopredator release of feral cats inhibiting recovery of the eastern quoll?. PLoS One, 10(3), p.e0119303.",Dasyurus viverrinus,Tasmania,-42.08,146.81,Cat,Spatial,5,,,,93.501,5.907,Camera trapping,Camera trapping,Fig. 4B,,
ES_27,"Fancourt, B.A., Hawkins, C.E., Cameron, E.Z., Jones, M.E. and Nicol, S.C., 2015. Devil declines and catastrophic cascades: is mesopredator release of feral cats inhibiting recovery of the eastern quoll?. PLoS One, 10(3), p.e0119303.",Dasyurus viverrinus,Tasmania,-42.08,146.81,Cat,Spatial,6,,,,99.083,4.879,Camera trapping,Camera trapping,Fig. 4B,,
ES_27,"Fancourt, B.A., Hawkins, C.E., Cameron, E.Z., Jones, M.E. and Nicol, S.C., 2015. Devil declines and catastrophic cascades: is mesopredator release of feral cats inhibiting recovery of the eastern quoll?. PLoS One, 10(3), p.e0119303.",Dasyurus viverrinus,Tasmania,-42.08,146.81,Cat,Spatial,7,,,,131.778,12.07,Camera trapping,Camera trapping,Fig. 4B,,
ES_27,"Fancourt, B.A., Hawkins, C.E., Cameron, E.Z., Jones, M.E. and Nicol, S.C., 2015. Devil declines and catastrophic cascades: is mesopredator release of feral cats inhibiting recovery of the eastern quoll?. PLoS One, 10(3), p.e0119303.",Dasyurus viverrinus,Tasmania,-42.08,146.81,Cat,Spatial,8,,,,132.576,27.478,Camera trapping,Camera trapping,Fig. 4B,,
ES_27,"Fancourt, B.A., Hawkins, C.E., Cameron, E.Z., Jones, M.E. and Nicol, S.C., 2015. Devil declines and catastrophic cascades: is mesopredator release of feral cats inhibiting recovery of the eastern quoll?. PLoS One, 10(3), p.e0119303.",Dasyurus viverrinus,Tasmania,-42.08,146.81,Cat,Spatial,9,,,,168.461,0,Camera trapping,Camera trapping,Fig. 4B,,
ES_27,"Fancourt, B.A., Hawkins, C.E., Cameron, E.Z., Jones, M.E. and Nicol, S.C., 2015. Devil declines and catastrophic cascades: is mesopredator release of feral cats inhibiting recovery of the eastern quoll?. PLoS One, 10(3), p.e0119303.",Dasyurus viverrinus,Tasmania,-42.08,146.81,Cat,Spatial,10,,,,172.448,0,Camera trapping,Camera trapping,Fig. 4B,,
ES_27,"Fancourt, B.A., Hawkins, C.E., Cameron, E.Z., Jones, M.E. and Nicol, S.C., 2015. Devil declines and catastrophic cascades: is mesopredator release of feral cats inhibiting recovery of the eastern quoll?. PLoS One, 10(3), p.e0119303.",Dasyurus viverrinus,Tasmania,-42.08,146.81,Cat,Spatial,11,,,,214.713,55.213,Camera trapping,Camera trapping,Fig. 4B,,
ES_27,"Fancourt, B.A., Hawkins, C.E., Cameron, E.Z., Jones, M.E. and Nicol, S.C., 2015. Devil declines and catastrophic cascades: is mesopredator release of feral cats inhibiting recovery of the eastern quoll?. PLoS One, 10(3), p.e0119303.",Dasyurus viverrinus,Tasmania,-42.08,146.81,Cat,Spatial,12,,,,439.593,2.825,Camera trapping,Camera trapping,Fig. 4B,,
ES_28,"Letnic, M., M. S. Crowther, and F. Koch. Does a top‐predator provide an endangered rodent with refuge from an invasive mesopredator?. Animal Conservation 12.4 (2009): 302-312",Notomys fuscus,"Strzelecki Desert, South Australia",-27.7,140.41,Fox,Spatial,1,North-inside,,,0.17,0 ,Tracking,Trapping,"Fig.2, Table 2",,
ES_28,"Letnic, M., M. S. Crowther, and F. Koch. Does a top‐predator provide an endangered rodent with refuge from an invasive mesopredator?. Animal Conservation 12.4 (2009): 302-312",Notomys fuscus,"Strzelecki Desert, South Australia",-27.7,140.41,Fox,Spatial,2,North-outside,,,0.06,0.264,Tracking,Trapping,"Fig.2, Table 2",,
ES_28,"Letnic, M., M. S. Crowther, and F. Koch. Does a top‐predator provide an endangered rodent with refuge from an invasive mesopredator?. Animal Conservation 12.4 (2009): 302-312",Notomys fuscus,"Strzelecki Desert, South Australia",-27.7,140.41,Fox,Spatial,3,Central-inside,,,0.07,1,Tracking,Trapping,"Fig.2, Table 2",,
ES_28,"Letnic, M., M. S. Crowther, and F. Koch. Does a top‐predator provide an endangered rodent with refuge from an invasive mesopredator?. Animal Conservation 12.4 (2009): 302-312",Notomys fuscus,"Strzelecki Desert, South Australia",-27.7,140.41,Fox,Spatial,4,Central-outside,,,0 ,3.453,Tracking,Trapping,"Fig.2, Table 2",,
ES_28,"Letnic, M., M. S. Crowther, and F. Koch. Does a top‐predator provide an endangered rodent with refuge from an invasive mesopredator?. Animal Conservation 12.4 (2009): 302-312",Notomys fuscus,"Strzelecki Desert, South Australia",-27.7,140.41,Fox,Spatial,5,South-inside,,,0.15,0,Tracking,Trapping,"Fig.2, Table 2",,
ES_28,"Letnic, M., M. S. Crowther, and F. Koch. Does a top‐predator provide an endangered rodent with refuge from an invasive mesopredator?. Animal Conservation 12.4 (2009): 302-312",Notomys fuscus,"Strzelecki Desert, South Australia",-27.7,140.41,Fox,Spatial,6,South-outside,,,0.07,9.981,Tracking,Trapping,"Fig.2, Table 2",,
ES_29,"Letnic, M., M. S. Crowther, and F. Koch. Does a top‐predator provide an endangered rodent with refuge from an invasive mesopredator?. Animal Conservation 12.4 (2009): 302-312",Notomys fuscus,"Strzelecki Desert, South Australia",-27.7,140.41,Cat,Spatial,1,North-inside,,,0,0 ,Tracking,Trapping,"Fig.2, Table 2",,
ES_29,"Letnic, M., M. S. Crowther, and F. Koch. Does a top‐predator provide an endangered rodent with refuge from an invasive mesopredator?. Animal Conservation 12.4 (2009): 302-312",Notomys fuscus,"Strzelecki Desert, South Australia",-27.7,140.41,Cat,Spatial,2,North-outside,,,0.06,0.264,Tracking,Trapping,"Fig.2, Table 2",,
ES_29,"Letnic, M., M. S. Crowther, and F. Koch. Does a top‐predator provide an endangered rodent with refuge from an invasive mesopredator?. Animal Conservation 12.4 (2009): 302-312",Notomys fuscus,"Strzelecki Desert, South Australia",-27.7,140.41,Cat,Spatial,3,Central-inside,,,0,1,Tracking,Trapping,"Fig.2, Table 2",,
ES_29,"Letnic, M., M. S. Crowther, and F. Koch. Does a top‐predator provide an endangered rodent with refuge from an invasive mesopredator?. Animal Conservation 12.4 (2009): 302-312",Notomys fuscus,"Strzelecki Desert, South Australia",-27.7,140.41,Cat,Spatial,4,Central-outside,,,0,3.453,Tracking,Trapping,"Fig.2, Table 2",,
ES_29,"Letnic, M., M. S. Crowther, and F. Koch. Does a top‐predator provide an endangered rodent with refuge from an invasive mesopredator?. Animal Conservation 12.4 (2009): 302-312",Notomys fuscus,"Strzelecki Desert, South Australia",-27.7,140.41,Cat,Spatial,5,South-inside,,,0,0,Tracking,Trapping,"Fig.2, Table 2",,
ES_29,"Letnic, M., M. S. Crowther, and F. Koch. Does a top‐predator provide an endangered rodent with refuge from an invasive mesopredator?. Animal Conservation 12.4 (2009): 302-312",Notomys fuscus,"Strzelecki Desert, South Australia",-27.7,140.41,Cat,Spatial,6,South-outside,,,0.23,9.981,Tracking,Trapping,"Fig.2, Table 2",,
ES_30,"Nalliah, R., Sitters, H., Smith, A., & Di Stefano, J. (2021). Untangling the influences of fire, habitat and introduced predators on the endangered heath mouse. Animal Conservation. doi:10.1111/acv.12731 ",Pseudomys shortridgei,South-west Victoria,-37.21,142.398,Fox,Spatial,1,,,,0,0 ,Camera trapping,Camera trapping,Fig. 5C,,
ES_30,"Nalliah, R., Sitters, H., Smith, A., & Di Stefano, J. (2021). Untangling the influences of fire, habitat and introduced predators on the endangered heath mouse. Animal Conservation. doi:10.1111/acv.12731 ",Pseudomys shortridgei,South-west Victoria,-37.21,142.398,Fox,Spatial,2,,,,0 ,2,Camera trapping,Camera trapping,Fig. 5C,,
ES_30,"Nalliah, R., Sitters, H., Smith, A., & Di Stefano, J. (2021). Untangling the influences of fire, habitat and introduced predators on the endangered heath mouse. Animal Conservation. doi:10.1111/acv.12731 ",Pseudomys shortridgei,South-west Victoria,-37.21,142.398,Fox,Spatial,3,,,,0,3,Camera trapping,Camera trapping,Fig. 5C,,
ES_30,"Nalliah, R., Sitters, H., Smith, A., & Di Stefano, J. (2021). Untangling the influences of fire, habitat and introduced predators on the endangered heath mouse. Animal Conservation. doi:10.1111/acv.12731 ",Pseudomys shortridgei,South-west Victoria,-37.21,142.398,Fox,Spatial,4,,,,0,4,Camera trapping,Camera trapping,Fig. 5C,,
ES_30,"Nalliah, R., Sitters, H., Smith, A., & Di Stefano, J. (2021). Untangling the influences of fire, habitat and introduced predators on the endangered heath mouse. Animal Conservation. doi:10.1111/acv.12731 ",Pseudomys shortridgei,South-west Victoria,-37.21,142.398,Fox,Spatial,5,,,,0,5,Camera trapping,Camera trapping,Fig. 5C,,
ES_30,"Nalliah, R., Sitters, H., Smith, A., & Di Stefano, J. (2021). Untangling the influences of fire, habitat and introduced predators on the endangered heath mouse. Animal Conservation. doi:10.1111/acv.12731 ",Pseudomys shortridgei,South-west Victoria,-37.21,142.398,Fox,Spatial,6,,,,0,6,Camera trapping,Camera trapping,Fig. 5C,,
ES_30,"Nalliah, R., Sitters, H., Smith, A., & Di Stefano, J. (2021). Untangling the influences of fire, habitat and introduced predators on the endangered heath mouse. Animal Conservation. doi:10.1111/acv.12731 ",Pseudomys shortridgei,South-west Victoria,-37.21,142.398,Fox,Spatial,7,,,,0,7,Camera trapping,Camera trapping,Fig. 5C,,
ES_30,"Nalliah, R., Sitters, H., Smith, A., & Di Stefano, J. (2021). Untangling the influences of fire, habitat and introduced predators on the endangered heath mouse. Animal Conservation. doi:10.1111/acv.12731 ",Pseudomys shortridgei,South-west Victoria,-37.21,142.398,Fox,Spatial,8,,,,0,10,Camera trapping,Camera trapping,Fig. 5C,,
ES_30,"Nalliah, R., Sitters, H., Smith, A., & Di Stefano, J. (2021). Untangling the influences of fire, habitat and introduced predators on the endangered heath mouse. Animal Conservation. doi:10.1111/acv.12731 ",Pseudomys shortridgei,South-west Victoria,-37.21,142.398,Fox,Spatial,9,,,,0,11,Camera trapping,Camera trapping,Fig. 5C,,
ES_30,"Nalliah, R., Sitters, H., Smith, A., & Di Stefano, J. (2021). Untangling the influences of fire, habitat and introduced predators on the endangered heath mouse. Animal Conservation. doi:10.1111/acv.12731 ",Pseudomys shortridgei,South-west Victoria,-37.21,142.398,Fox,Spatial,10,,,,0,12,Camera trapping,Camera trapping,Fig. 5C,,
ES_30,"Nalliah, R., Sitters, H., Smith, A., & Di Stefano, J. (2021). Untangling the influences of fire, habitat and introduced predators on the endangered heath mouse. Animal Conservation. doi:10.1111/acv.12731 ",Pseudomys shortridgei,South-west Victoria,-37.21,142.398,Fox,Spatial,11,,,,0,13,Camera trapping,Camera trapping,Fig. 5C,,
ES_30,"Nalliah, R., Sitters, H., Smith, A., & Di Stefano, J. (2021). Untangling the influences of fire, habitat and introduced predators on the endangered heath mouse. Animal Conservation. doi:10.1111/acv.12731 ",Pseudomys shortridgei,South-west Victoria,-37.21,142.398,Fox,Spatial,12,,,,0,14,Camera trapping,Camera trapping,Fig. 5C,,
