record_id,scientificName,Species_Status,Extinction.extirpation,Record_certainty,Reference,Quote,Year_last_record_min,Year_last_record_max,Place_last_record,Coordinates_used_for_centre_point,Coordinates_accuracy,Abbot_fox,buffer_distance,centroid_Longitude,centroid_Latitude,predator,max_arrival,min_arrival,attributed_to,min_years_since,max_years_since
pop_118,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1923,1923,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1926,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,33,93
pop_119,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1925,1925,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1925,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,35,95
pop_120,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1928,1928,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1926,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,38,98
pop_121,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1928,1928,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1924,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,38,98
pop_122,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1930,1930,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1925,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,40,100
pop_123,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1935,1935,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1925,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,45,105
pop_124,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1922,1922,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1935,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,32,92
pop_125,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1932,1932,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1936,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,42,102
pop_126,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1930,1930,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1934,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,40,100
pop_74,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1926,1926,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1932,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,36,96
pop_75,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1926,1926,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1930,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,36,96
pop_76,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1928,1928,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1928,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,38,98
pop_77,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1931,1931,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1928,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,41,101
pop_78,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1934,1934,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1928,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,44,104
pop_79,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1933,1933,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1930,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,43,103
pop_80,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1936,1936,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1932,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,46,106
pop_81,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1931,1931,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1932,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,41,101
pop_82,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1934,1934,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1930,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,44,104
pop_83,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1930,1930,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1931,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,40,100
pop_84,Macrotis lagotis,Extant,Region,Confirmed,"Copley, P., 1999. Natural histories of Australia’s stick-nest rats, genus Leporillus (Rodentia: Muridae). Wildlife Research, 26(4), pp.513-539.","""""Murray-Darling region: At the time of the Blandowski expedition to north-western Victoria and south-western New South Wales in 1856-57, Krefft (1866) noted that four mammal species were already rare or extinct on the southern side of the Murray River, while still present in some numbers on the northern side where European settlement was slower. These four species were Bettongia lesueur, Chaeropus ecaudata, Macrotis lagotis and Leporillus conditor (see also Allen 1983). In particular, Krefft (1864) observed that L. conditor had  already long retreated before the herds of sheep and cattle across the Murray. He also noted that on the northern side of the river this species was  only found where it was not disturbed by sheep and cattle (Krefft 1864).""""",1856,1857,Murray-Darling region,Murray River Council,Region,,Regional polygon,141.9953419,-34.55961616,Cats,1880,1840,Cats,-24,17
pop_85,Macrotis lagotis,Extant,Region,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",Table 1,1898,1898,"Western Division, NSW",Wilcannia,Region,,Regional polygon,143.9853199,-31.43073893,Cats,1880,1830,Cats,18,68
pop_86,Macrotis lagotis,Extant,Region,Confirmed,"Navnith, M., Finlayson, G., Crowther, M. and Dickman, C., 2009. The diet of the re-introduced greater bilby Macrotis lagotis in the mallee woodlands of western New South Wales. Australian Zoologist, 35(1), pp.90-95.","The bilby became extinct in New South Wales in the early 20th century (Troughton 1962; Ashby et al. 1990; Lunney 2001), with the last known live specimens collected near Wagga in 1912 (Troughton 1932).",1912,1912,"Wagga Wagga, NSW","Wagga Wagga, NSW",Place,,10000 m,147.3654627,-35.10258069,Cats,1850,1820,Cats,62,92
pop_87,Macrotis lagotis,Extant,Region,Confirmed,"Vernes, K., Elliott, T.F. and Jackson, S.M., 2021. 150 years of mammal extinction and invasion at Koonchera Dune in the Lake Eyre Basin of South Australia. Biological Invasions, 23(2), pp.593-610.","""""In 1931 mammalogist Hedley Herbert Finlayson rediscovered the desert rat-kangaroo or ngudlukanta (Caloprymnus campestris) here, and also captured lesser bilby or yallara (Macrotis leucura), bilby (Macrotis lagotis), and plains mouse (Pseudomys australis). This was the last time any of these mammals were recorded at Koonchera""""",1931,1931,"Koonchera Dune, South Australia","Koonchera Dune, South Australia",Place,,10000 m,139.5400119,-26.77003491,Cats,1880,1870,Cats,51,61
pop_88,Macrotis lagotis,Extant,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""The year of last known record in the Nullarbor region is shown in parentheses: Isoodon auratus (1922), Onychogalea lunata (1927-28), Antechinomys laniger (1927-28), Bettongia lesueur (1928), Dasycercus cristicauda (1928), Bettongia penicillata (1938), Perameles bougainville (1938), Macrotis lagotis (1938), Dasyurus geoffroii (1938) and Leporillus conditor (1938) (Brooker 1977; Boscacci et al. 1987).",1938,1938,Nullarbor,Nullarbor,Region,,Regional polygon,127.6237617,-30.91428508,Cats,1890,1870,Cats,48,68
pop_89,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1900,1900,South Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1900,Regional polygon,135.7562171,-30.0519102,Cats,1890,1830,Cats,10,70
pop_90,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1909,1909,South Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1900,Regional polygon,135.7562171,-30.0519102,Cats,1890,1830,Cats,19,79
pop_91,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1913,1913,South Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1895,Regional polygon,135.7562171,-30.0519102,Cats,1890,1830,Cats,23,83
pop_92,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1900,1900,New South Wales,"Fox-NA, Cat-State","Fox-NA, Cat-State",1900,Regional polygon,147.0164814,-32.1593208,Cats,1880,1810,Cats,20,90
pop_93,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1919,1919,New South Wales,"Fox-NA, Cat-State","Fox-NA, Cat-State",1907,Regional polygon,147.0164814,-32.1593208,Cats,1880,1810,Cats,39,109
pop_94,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1936,1936,New South Wales,"Fox-NA, Cat-State","Fox-NA, Cat-State",1910,Regional polygon,147.0164814,-32.1593208,Cats,1880,1810,Cats,56,126
pop_95,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1962,1962,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1920,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,72,132
pop_96,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1973,1973,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1925,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,83,143
pop_97,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1978,1978,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1925,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,88,148
pop_98,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1975,1975,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1933,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,85,145
pop_99,Macrotis lagotis,Extant,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",Figure 4,1917,1917,Western Australia,"Fox-NA, Cat-State","Fox-NA, Cat-State",1915,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,27,87
pop_127,Macrotis leucura,Globally extinct,Global,Confirmed,"IUCN 2023; Vernes, K., Elliott, T.F. and Jackson, S.M., 2021. 150 years of mammal extinction and invasion at Koonchera Dune in the Lake Eyre Basin of South Australia. Biological Invasions, 23(2), pp.593-610.","""""The last specimen was from near Koonchera Dune (Cooncherie) in north-eastern South Australia in 1931 (Johnson 2008). A skull of unknown age was found in 1967 in a nest of a Wedge-tailed Eagle Aquila audax south-east of Alice Springs near the edge of the Simpson Desert (Johnson 2008).""""",1931,1931,"Koonchera Dune, South Australia","Koonchera Dune, South Australia",Place,,10000 m,139.5400119,-26.77003491,Cats,1880,1870,Cats,51,61
pop_128,Macrotis leucura,Globally extinct,Global,Confirmed,IUCN 2023,"""""The last specimen was from near Koonchera Dune (Cooncherie) in north-eastern South Australia in 1931 (Johnson 2008). A skull of unknown age was found in 1967 in a nest of a Wedge-tailed Eagle Aquila audax south-east of Alice Springs near the edge of the Simpson Desert (Johnson 2008).""""",1967,1967,Alice Springs near the edge of the Simpson Desert,Alice Springs,Region,,Regional polygon,134.733221,-24.07433589,Cats,1880,1870,Cats,87,97
pop_129,Myrmecobius fasciatus,Extant,State,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.","Table 1 + """"from the New South Wales-South Australia border""""",1900,1900,"Western Division, NSW, near SA border","Broken Hill, NSW",Region,,Regional polygon,141.99603,-31.64837781,Cats,1880,1840,Cats,20,60
pop_130,Myrmecobius fasciatus,Extant,Region,Confirmed,"Friend, J.A., 1990. The numbat Myrmecobius fasciatus (Myrmecobiidae): history of decline and potential for recovery. In Proceedings of the Ecological Society of Australia (Vol. 16, pp. 369-377).","""""Numbats were present near Adelaide at the time of European Settlement, but disappeared soon after (Wood Jones 1923)"""" (Adelaide was founded in 1836)",1836,1836,"Adelaide, SA",Adelaide,Place,,10000 m,138.6006752,-34.92852937,Cats,1840,1830,Cats,-4,6
pop_131,Myrmecobius fasciatus,Extant,Region,Confirmed,"Friend, J.A., 1990. The numbat Myrmecobius fasciatus (Myrmecobiidae): history of decline and potential for recovery. In Proceedings of the Ecological Society of Australia (Vol. 16, pp. 369-377).","""""The species was clearly present and numerous in the north-western parts of South Australia in the early 1930s (Finlayson 1933). Recent information from Aboriginal people living in the area suggested that it survived near the Mann, Musgrave and Everard Ranges at least until the 1940s (Friend et al. 1982).",1930,1949,North-west South Australia,Everard Ranges,Region,,Regional polygon,130.7464398,-27.24032,Cats,1890,1870,Cats,40,79
pop_132,Myrmecobius fasciatus,Extant,Region,Confirmed,"Friend, J.A., 1990. The numbat Myrmecobius fasciatus (Myrmecobiidae): history of decline and potential for recovery. In Proceedings of the Ecological Society of Australia (Vol. 16, pp. 369-377).","""""In Western Australia, there are no records of numbats from the Goldfields region after 1930""""",1930,1930,"Goldfields, WA",Goldfields-Esperance,Place,,10000 m,121.4781088,-30.74280357,Cats,1890,1880,Cats,40,50
pop_133,Myrmecobius fasciatus,Extant,Region,Confirmed,"Friend, J.A., 1990. The numbat Myrmecobius fasciatus (Myrmecobiidae): history of decline and potential for recovery. In Proceedings of the Ecological Society of Australia (Vol. 16, pp. 369-377).","""""There is, however, clear evidence of numbats surviving in the central deserts until the 1950s and 1960s (Friend et al. 1982).",1950,1969,"Central deserts, WA",Little Sandy Desert,Region,,Regional polygon,126.9315996,-25.73365097,Cats,1890,1880,Cats,60,89
pop_134,Myrmecobius fasciatus,Extant,Region,Confirmed,"Friend, J.A., 1990. The numbat Myrmecobius fasciatus (Myrmecobiidae): history of decline and potential for recovery. In Proceedings of the Ecological Society of Australia (Vol. 16, pp. 369-377).","""""…and in the eastern wheatbelt as late as the 1970s""""",1970,1979,"Eastern wheatbelt, WA",Southern Cross,Region,,Regional polygon,118.4849061,-30.88040712,Cats,1890,1840,Cats,80,139
